HIST1H1A,4715
HIST1H1B,4719
HIST1H1C,4716
HIST1H1D,4717
HIST1H1E,4718
HIST1H1T,4720
HIST1H2AA,18729
HIST1H2AC,4733
HIST1H2AD,4729
HIST1H2AH,13671
HIST1H2AJ,4727
HIST1H2BA,18730
HIST1H2BB,4751
HIST1H2BD,4747
HIST1H2BH,4755
HIST1H2BJ,4761
HIST1H2BK,13954
HIST1H2BL,4748
HIST1H2BM,4750
HIST1H2BN,4749
HIST1H2BO,4758
HIST1H4G,4792
HIST2H2AB,20508
HIST2H2AC,4738
HIST2H2BC,20516
HIST2H2BD,20517
HIST2H2BE,4760
HIST2H2BF,24700
HIST3H2A,20507
HIST3H2BB,20514
HIST3H3,4778
HK2,4923
HLA-DRA,4947
HLA-DRB1,4948
HLA-DRB3,4951
HLA-DRB4,4952
HLA-DRB5,4953
HLTF,11099
HMOX1,5013
HMOX2,5014
HOTAIR,33510
HRAS,5173
HRNR,20846
HSP90AA1,5253
HSP90AB1,5258
HSP90B1,12028
HSPA12A,19022
HSPA12B,16193
HSPA13,11375
HSPA14,29526
HSPA1A,5232
HSPA1B,5233
HSPA1L,5234
HSPA2,5235
HSPA4,5237
HSPA4L,17041
HSPA5,5238
HSPA6,5239
HSPA8,5241
HSPA9,5244
HSPB1,5246
HSPB2,5247
HSPB8,30171
HSPH1,16969
HUS1,5309
HYOU1,16931
IFIH1,18873
IFNA1,5417
IFNA10,5418
IFNA13,5419
IFNA14,5420
IFNA16,5421
IFNA17,5422
IFNA2,5423
IFNA21,5424
IFNA4,5425
IFNA5,5426
IFNA6,5427
IFNA7,5428
IFNA8,5429
IFNB1,5434
IFNGR1,5439
IFNGR2,5440
IFNK,21714
IFNW1,5448
IFT22,21895
IGF1R,5465
IGFBP1,5469
IGFBP2,5471
IGFBP3,5472
IGFBP4,5473
IGFBP5,5474
IGFBP6,5475
IGFBP7,5476
IHH,5956
IKBKB,5960
IKBKE,14552
IKBKG,5961
IL12A,5969
IL12B,5970
IL15RA,5978
IL1A,5991
IL1B,5992
IL2RA,6008
IL2RB,6009
IL2RG,6010
INHA,6065
INHBA,6066
INHBB,6067
INS,6081
INSR,6091
INSRR,6093
IRS1,6125
IRS2,6126
IRS4,6128
IRX1,14358
IRX2,14359
IRX3,14360
IRX4,6129
IRX5,14361
IRX6,14675
IVD,6186
JAK1,6190
JAK2,6192
JAK3,6193
JUN,6204
JUNB,6205
JUND,6206
KAT5,5275
KAT6A,13013
KAT6B,17582
KAT7,17016
KAT8,17933
KDR,6307
KERA,6309
KIF22,6391
KLK1,6357
KLK10,6358
KLK11,6359
KLK12,6360
KLK13,6361
KLK14,6362
KLK15,20453
KLK2,6363
KLK3,6364
KLK4,6365
KLK5,6366
KLK6,6367
KLK7,6368
KLK8,6369
KLK9,6370
KLKB1,6371
KRAS,6407
KSR1,6465
KSR2,18610
LAMA1,6481
LAMA3,6483
LAMB1,6486
LAMB3,6490
LAMC1,6492
LAMC2,6493
LARGE1,6511
LARGE2,16522
LCK,6524
LDHA,6535
LDHB,6541
LDHC,6544
LEF1,6551
LFNG,6560
LHB,6584
LPAR1,3166
LPAR2,3168
LPAR3,14298
LPAR4,4478
LPAR6,15520
LUM,6724
MAD2L1,6763
MAF,6776
MAFA,23145
MAFB,6408
MAFF,6780
MAFG,6781
MAFK,6782
MAP1LC3A,6838
MAP1LC3B,13352
MAP1LC3B2,34390
MAP1LC3C,13353
MAP2K1,6840
MAP2K2,6842
MAP2K3,6843
MAP2K4,6844
MAP2K5,6845
MAP2K6,6846
MAP2K7,6847
MAP3K1,6848
MAP3K10,6849
MAP3K11,6850
MAP3K12,6851
MAP3K13,6852
MAP3K14,6853
MAP3K15,31689
MAP3K19,26249
MAP3K2,6854
MAP3K20,17797
MAP3K21,29798
MAP3K3,6855
MAP3K4,6856
MAP3K5,6857
MAP3K6,6858
MAP3K7,6859
MAP3K8,6860
MAP3K9,6861
MAPK1,6871
MAPK10,6872
MAPK11,6873
MAPK12,6874
MAPK13,6875
MAPK14,6876
MAPK3,6877
MAPK4,6878
MAPK8,6881
MAPK9,6886
MAPKAP1,18752
MCM2,6944
MCM3,6945
MCM4,6947
MCM5,6948
MCM6,6949
MCM7,6950
MCM8,16147
MCM9,21484
MCMDC2,26368
MED1,9234
MED14,2370
MED17,2375
MED23,2372
MED26,2376
MED27,2377
MED7,2378
MEF2A,6993
MEF2B,6995
MEF2C,6996
MEF2D,6997
MERTK,7027
MET,7029
MFNG,7038
MGAT1,7044
MGAT2,7045
MGAT3,7046
MGAT4A,7047
MGAT4B,7048
MGAT4C,30871
MGAT4D,43619
MGAT5,7049
MGAT5B,24140
MIR101-1,31488
MIR145,31532
MIR155,31542
MIR21,31586
MIR7-1,31638
MKNK1,7110
MKNK2,7111
MKX,23729
MLST8,24825
MMP1,7155
MMP10,7156
MMP11,7157
MMP12,7158
MMP13,7159
MMP14,7160
MMP15,7161
MMP16,7162
MMP17,7163
MMP19,7165
MMP2,7166
MMP20,7167
MMP21,14357
MMP23B,7171
MMP24,7172
MMP25,14246
MMP26,14249
MMP27,14250
MMP28,14366
MMP3,7173
MMP7,7174
MMP8,7175
MMP9,7176
MRPL1,14275
MRPL10,14055
MRPL11,14042
MRPL12,10378
MRPL13,14278
MRPL14,14279
MRPL15,14054
MRPL16,14476
MRPL17,14053
MRPL18,14477
MRPL19,14052
MRPL2,14056
MRPL20,14478
MRPL21,14479
MRPL22,14480
MRPL23,10322
MRPL24,14037
MRPL27,14483
MRPL28,14484
MRPL3,10379
MRPL30,14036
MRPL32,14035
MRPL33,14487
MRPL34,14488
MRPL35,14489
MRPL36,14490
MRPL37,14034
MRPL38,14033
MRPL39,14027
MRPL4,14276
MRPL40,14491
MRPL41,14492
MRPL42,14493
MRPL43,14517
MRPL44,16650
MRPL45,16651
MRPL46,1192
MRPL47,16652
MRPL48,16653
MRPL49,1176
MRPL50,16654
MRPL51,14044
MRPL52,16655
MRPL53,16684
MRPL54,16685
MRPL55,16686
MRPL57,14514
MRPL9,14277
MRPS10,14502
MRPS11,14050
MRPS12,10380
MRPS14,14049
MRPS15,14504
MRPS16,14048
MRPS17,14047
MRPS18A,14515
MRPS18B,14516
MRPS18C,16633
MRPS2,14495
MRPS21,14046
MRPS22,14508
MRPS23,14509
MRPS24,14510
MRPS25,14511
MRPS26,14045
MRPS27,14512
MRPS28,14513
MRPS30,8769
MRPS31,16632
MRPS33,16634
MRPS34,16618
MRPS35,16635
MRPS36,16631
MRPS5,14498
MRPS6,14051
MRPS7,14499
MRPS9,14501
MT-ATP6,7414
MT-ATP8,7415
MT-CO1,7419
MT-CO2,7421
MT-CO3,7422
MT-CYB,7427
MT-ND1,7455
MT-ND2,7456
MT-ND3,7458
MT-ND4,7459
MT-ND4L,7460
MT-ND5,7461
MT-ND6,7462
MT1A,7393
MT1B,7394
MT1CP,7395
MT1DP,7396
MT1E,7397
MT1F,7398
MT1G,7399
MT1H,7400
MT1HL1,31864
MT1IP,7401
MT1JP,7402
MT1L,7404
MT1M,14296
MT1P1,23681
MT1P3,16120
MT1X,7405
MT2A,7406
MT3,7408
MT4,18705
MTOR,3942
MYH1,7567
MYH10,7568
MYH11,7569
MYH13,7571
MYH14,23212
MYH15,31073
MYH2,7572
MYH3,7573
MYH4,7574
MYH6,7576
MYH7,7577
MYH7B,15906
MYH8,7578
MYH9,7579
MYL1,7582
MYL10,29825
MYL12A,16701
MYL12B,29827
MYL2,7583
MYL3,7584
MYL4,7585
MYL5,7586
MYL6,7587
MYL6B,29823
MYL7,21719
MYL9,15754
MYLPF,29824
MYO5A,7602
NAIP,7634
NCF1,7660
NCF2,7661
NCF4,7662
NCOA1,7668
NCOA2,7669
NCOA3,7670
NCOR1,7672
NCOR2,7673
NDRG1,7679
NDRG2,14460
NDRG3,14462
NDRG4,14466
NDUFA1,7683
NDUFA10,7684
NDUFA11,20371
NDUFA12,23987
NDUFA13,17194
NDUFA2,7685
NDUFA3,7686
NDUFA5,7688
NDUFA6,7690
NDUFA7,7691
NDUFA8,7692
NDUFA9,7693
NDUFAB1,7694
NDUFB1,7695
NDUFB10,7696
NDUFB11,20372
NDUFB2,7697
NDUFB3,7698
NDUFB4,7699
NDUFB5,7700
NDUFB6,7701
NDUFB7,7702
NDUFB8,7703
NDUFB9,7704
NDUFC1,7705
NDUFC2,7706
NDUFS1,7707
NDUFS2,7708
NDUFS3,7710
NDUFS4,7711
NDUFS5,7712
NDUFS6,7713
NDUFS7,7714
NDUFS8,7715
NDUFV1,7716
NDUFV2,7717
NDUFV3,7719
NEK8,13387
NFAT5,7774
NFATC1,7775
NFATC2,7776
NFATC3,7777
NFATC4,7778
NFE2L1,7781
NFE2L2,7782
NFE2L3,7783
NFKB1,7794
NFKB2,7795
NFKBIA,7797
NFYA,7804
NFYB,7805
NFYC,7806
NKD1,17045
NKD2,17046
NOS1,7872
NOS2,7873
NOS3,7876
NOTCH1,7881
NOTCH2,7882
NOTCH3,7883
NOTCH4,7884
NOX1,7889
NOX3,7890
NOX4,7891
NOX5,14874
NPPA,7939
NPPB,7940
NPPC,7941
NPR1,7943
NPR2,7944
NR1H2,7965
NR1H3,7966
NRAS,7989
NRG1,7997
NRG2,7998
NRG3,7999
NRG4,29862
NRXN1,8008
NRXN2,8009
NRXN3,8010
NTRK1,8031
NTRK2,8032
NTRK3,8033
NYX,8082
