IP,IPR004826,MAF
IP,IPR005455,PFN
IP,IPR012233,PKC
IP,IPR012233,PKC
IP,IPR015451,Cyclin_D
IP,IPR015615,TGFB
IP,IPR015679,PLD
IP,IPR016248,FGFR
IP,IPR017904,Cofilin
IP,IPR033614,RASSF
MESH,C072194,PDGF_BB
MESH,D000199,Actin
MESH,D006657,Histone
MESH,D010749,Phosphatase
MESH,D011493,PKC
MESH,D011948,TCR
MESH,D018808,AP1
MESH,D018844,CDK
MESH,D020169,Caspase
MESH,D046988,Proteasome
NCIT,C104166,TUBB
NCIT,C104194,Cyclin_D
NCIT,C104197,Cyclin_E
NCIT,C104199,IKK_family
NCIT,C104238,CD64
NCIT,C104676,TN
NCIT,C105947,MAP2K
NCIT,C105952,APOA
NCIT,C107433,PDE4
NCIT,C107559,CK2
NCIT,C112049,ETC_complex_II
NCIT,C112051,Carboxylesterase
NCIT,C113839,HIF
NCIT,C116019,AMPK_alpha
NCIT,C118481,ALDH
NCIT,C118892,FOXO
NCIT,C120030,Tryptase
NCIT,C120493,Hedgehog
NCIT,C124129,COL1
NCIT,C126114,PLCG
NCIT,C126122,GPIb_IX_V
NCIT,C16258,Actin
NCIT,C16264,ADCY
NCIT,C16272,ADH
NCIT,C16373,Cadherin
NCIT,C16375,CALM
NCIT,C16376,ERK
NCIT,C16376,MAPK
NCIT,C16377,CAPN
NCIT,C16448,COL4
NCIT,C16479,PKA
NCIT,C16511,DNA_polymerase_delta
NCIT,C16641,GST
NCIT,C16650,GTPase
NCIT,C16653,GUCY
NCIT,C16676,Hemoglobin
NCIT,C16682,HDAC
NCIT,C16683,Histone_H1
NCIT,C16684,Histone_H2A
NCIT,C16685,Histone_H3
NCIT,C16686,Histone_H4
NCIT,C16687,Histone
NCIT,C16692,HLA_DR
NCIT,C16748,Integrins
NCIT,C16965,Protease
NCIT,C16979,PLA2
NCIT,C16981,Phosphatase
NCIT,C17017,PKC
NCIT,C17061,RAS
NCIT,C17062,ADRB
NCIT,C17065,TCR
NCIT,C17066,DRD
NCIT,C17072,INSR
NCIT,C17078,THR
NCIT,C17219,Tubulin
NCIT,C17227,Ubiquitin
NCIT,C17270,PI3K
NCIT,C17274,BMP
NCIT,C17286,CREB
NCIT,C17293,VEGFR
NCIT,C17297,FGFR
NCIT,C17298,GAP
NCIT,C17322,PDGFR
NCIT,C17343,Troponin_I
NCIT,C17349,Cyclin
NCIT,C17380,NFkappaB
NCIT,C17438,FOS_family
NCIT,C17450,AP1
NCIT,C17458,G_protein
NCIT,C17487,CD16
NCIT,C17494,GEF
NCIT,C17532,RAR
NCIT,C17534,RXR
NCIT,C17583,IKB
NCIT,C17660,RTK
NCIT,C17690,HIF1
NCIT,C17763,ERBB
NCIT,C17766,HSP90
NCIT,C17767,CDK
NCIT,C17903,NFAT
NCIT,C18153,Caspase
NCIT,C18162,EIF2B
NCIT,C18164,MMP
NCIT,C18239,GPCR
NCIT,C18308,CD32
NCIT,C18434,TOP2
NCIT,C18492,CDKN
NCIT,C18606,Ephrin_receptor
NCIT,C19275,G_i_alpha
NCIT,C19276,G_q_alpha
NCIT,C19618,STAT
NCIT,C19836,PLA2G4
NCIT,C19866,PRC1_complex
NCIT,C20448,PDGF
NCIT,C20450,VEGF
NCIT,C20456,Activin
NCIT,C20466,Chemokine
NCIT,C20466,Chemokine
NCIT,C20493,Interferon
NCIT,C20495,IFNB
NCIT,C20506,IL1
NCIT,C20514,IL12
NCIT,C20591,SWI_SNF
NCIT,C2275,hCG
NCIT,C2276,Inhibin
NCIT,C2277,Inhibin_A
NCIT,C2278,Inhibin_B
NCIT,C25184,LDH
NCIT,C25186,HDL
NCIT,C26233,GRK
NCIT,C26360,ERK
NCIT,C28687,CRSP
NCIT,C38041,Troponin_T
NCIT,C38897,CD3
NCIT,C41625,AKT
NCIT,C52887,FOS_family
NCIT,C736,Pertussis_toxin
NCIT,C94701,AMPK
NCIT,C95114,Gamma_secretase
NCIT,C95947,RNApo_I
NCIT,C95948,RNApo_II
NCIT,C96314,mTORC1
NCIT,C96315,mTORC2
NXP,FA:00078,Actin
NXP,FA:00093,ACAD
NXP,FA:00209,TFAP2
NXP,FA:00406,CEBP
NXP,FA:00408,FOS_family
NXP,FA:00421,PPP3R
NXP,FA:00440,CALM
NXP,FA:00489,CAV
NXP,FA:00653,CNKSR
NXP,FA:00787,CUL
NXP,FA:00803,PDE3
NXP,FA:00804,PDE4
NXP,FA:00815,Cyclin
NXP,FA:00818,Cyclin_D
NXP,FA:00819,Cyclin_E
NXP,FA:00921,EIF4A
NXP,FA:01112,ENO
NXP,FA:01121,EPN
NXP,FA:01400,G_gamma
NXP,FA:01553,GPX
NXP,FA:01669,GST
NXP,FA:01729,Hedgehog
NXP,FA:01764,Histone_H3
NXP,FA:01765,Histone_H4
NXP,FA:01820,IL1
NXP,FA:01869,INS
NXP,FA:02022,LDH
NXP,FA:02159,SLC2A
NXP,FA:02187,MCM
NXP,FA:02504,NOS
NXP,FA:02506,Notch
NXP,FA:02630,P2RX
NXP,FA:02632,p53_family
NXP,FA:02660,PARV
NXP,FA:02762,ELA
NXP,FA:02767,Tryptase
NXP,FA:02840,PLA2
NXP,FA:03001,PPP1
NXP,FA:03065,PKC
NXP,FA:03066,RAC
NXP,FA:03071,AMPK
NXP,FA:03072,CAMK
NXP,FA:03083,CSNK1
NXP,FA:03087,GSK3
NXP,FA:03101,CK2
NXP,FA:03104,IKK_family
NXP,FA:03114,RAF
NXP,FA:03124,Ephrin_receptor
NXP,FA:03128,INSR
NXP,FA:03129,JAK
NXP,FA:03130,ROR
NXP,FA:03131,SRC
NXP,FA:03483,SAA
NXP,FA:03579,SERPINB
NXP,FA:03661,RAB
NXP,FA:03663,RAS
NXP,FA:03668,RHO
NXP,FA:03686,SMC1
NXP,FA:03943,TCF_LEF
NXP,FA:03964,TN
NXP,FA:03989,TGFB
NXP,FA:04000,TXN
NXP,FA:04014,TIAM
NXP,FA:04239,Tubulin
NXP,FA:04243,TNF
NXP,FA:04276,Ubiquitin
NXP,FA:04282,UBE2
NXP,FA:04686,Wnt
NXP,FA:04773,RAP1
PF,PF00012,HSPA
PF,PF00022,Actin
PF,PF00028,Cadherin
PF,PF00066,Notch
PF,PF00071,RAS
PF,PF00110,Wnt
PF,PF00143,Interferon
PF,PF00146,NADH_dehydrogenase
PF,PF00167,FGF
PF,PF00178,ETS
PF,PF00183,HSP90
PF,PF00219,IGFBP
PF,PF00229,TNF
PF,PF00235,PFN
PF,PF00244,p14_3_3
PF,PF00255,GPX
PF,PF00277,SAA
PF,PF00320,GATA
PF,PF00322,EDN
PF,PF00340,IL1
PF,PF00465,ADH
PF,PF00493,MCM
PF,PF00616,RasGAP
PF,PF00644,PARP
PF,PF00656,Caspase
PF,PF00864,P2RX
PF,PF00870,p53_family
PF,PF00888,CUL
PF,PF00963,Cohesin
PF,PF01146,CAV
PF,PF01442,Apolipoprotein
PF,PF01534,FZD
PF,PF01756,ACOX
PF,PF02046,COX6A
PF,PF02158,NRG
PF,PF02174,IRS
PF,PF02234,CDKN
PF,PF02238,COX7A
PF,PF02285,COX8
PF,PF02297,COX6B
PF,PF02377,DVL
PF,PF02460,Patched
PF,PF02545,MAF
PF,PF02608,BMP
PF,PF02827,PKI
PF,PF02854,EIF4G
PF,PF02936,COX4
PF,PF03039,IL12
PF,PF03096,NDRG
PF,PF05392,COX7B
PF,PF08137,DVL
PF,PF08562,CRISP
PF,PF08841,DDR
PF,PF11413,HIF1
PF,PF15975,FLOT
RE,R-HSA-114525,G_12_alpha
RE,R-HSA-114547,G_12
RE,R-HSA-1234130,HIF
RE,R-HSA-1234147,HIF_alpha
RE,R-HSA-1449672,Activin_B
RE,R-HSA-1449688,Inhibin
RE,R-HSA-1449698,Activin_AB
RE,R-HSA-165175,TSC
RE,R-HSA-167023,SHC
RE,R-HSA-170998,RAL
RE,R-HSA-171172,SMAD2_3
RE,R-HSA-184203,PDGF_AA
RE,R-HSA-186791,PDGFR_AB
RE,R-HSA-186799,PDGFR_BB
RE,R-HSA-186817,PDGFR_AA
RE,R-HSA-196206,PPP2
RE,R-HSA-198899,CD8
RE,R-HSA-202877,Caspase_3_7
RE,R-HSA-206893,Activin_A
RE,R-HSA-2530496,FNT
RE,R-HSA-264974,EXOC
RE,R-HSA-2685656,RASGRP
RE,R-HSA-376002,ABL_family
RE,R-HSA-380759,PDGF_AB
RE,R-HSA-381930,PDGF_DD
RE,R-HSA-381941,PDGF_CC
RE,R-HSA-390532,Troponin_C
RE,R-HSA-390541,Troponin_I
RE,R-HSA-390546,Troponin_T
RE,R-HSA-390583,Troponin
RE,R-HSA-418540,PDE7
RE,R-HSA-418541,PDE8
RE,R-HSA-419619,HSP90A
RE,R-HSA-442734,RASGRF
RE,R-HSA-5658216,RasGAP
RE,R-HSA-68462,RPA
RE,R-HSA-8936837,HIF_beta
RE,R-HSA-8948131,CDKN1
RE,R-HSA-936779,ATP1A
RE,R-HSA-936820,ATP1B
RE,R-HSA-976075,E3_Ub_ligase
